Fonte de Recursos,Despesa,Liquidado,
005 - RECURSOS VINCULADOS FEDERAIS,44905232 - MOBILIARIO EM GERAL,"           4.107.961,60",
005 - RECURSOS VINCULADOS FEDERAIS,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","           1.834.396,80",
005 - RECURSOS VINCULADOS FEDERAIS,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"          45.848.767,84",
005 - RECURSOS VINCULADOS FEDERAIS,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","          53.556.975,62",
005 - RECURSOS VINCULADOS FEDERAIS,44905236 - ARMAMENTOS,"             255.600,00",
005 - RECURSOS VINCULADOS FEDERAIS,44905242 - AQUISICAO DE SOFTWARE PRONTO,"             219.028,71",
005 - RECURSOS VINCULADOS FEDERAIS,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           9.106.702,24",
005 - RECURSOS VINCULADOS FEDERAIS,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"          18.852.144,42",
005 - RECURSOS VINCULADOS FEDERAIS,44915141 - OBRAS E INSTALACOES,"          12.392.104,67",
005 - RECURSOS VINCULADOS FEDERAIS,45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"          62.713.271,63",
006 - OUTRAS FONTES DE RECURSOS,33901401 - DIARIAS PESSOAL CIVIL,"               7.482,93",
006 - OUTRAS FONTES DE RECURSOS,33903010 - GENEROS ALIMENTICIOS,"               3.705,20",
006 - OUTRAS FONTES DE RECURSOS,33903014 - MATERIAL DE LIMPEZA,"               5.662,14",
006 - OUTRAS FONTES DE RECURSOS,33903019 - LUBRIFICANTE AUTOMOTIVO,"               1.943,40",
006 - OUTRAS FONTES DE RECURSOS,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"               2.935,00",
006 - OUTRAS FONTES DE RECURSOS,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"              18.615,50",
006 - OUTRAS FONTES DE RECURSOS,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"                 245,00",
006 - OUTRAS FONTES DE RECURSOS,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"                 600,00",
006 - OUTRAS FONTES DE RECURSOS,33903090 - OUTROS MATERIAIS DE CONSUMO,"                  35,00",
006 - OUTRAS FONTES DE RECURSOS,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","              94.768,00",
006 - OUTRAS FONTES DE RECURSOS,33903344 - VALE-TRANSPORTE,"             169.375,66",
006 - OUTRAS FONTES DE RECURSOS,33903505 - SERVICOS DE CONSULTORIA-ORGANISMO INTERNACIO,"           2.993.000,00",
006 - OUTRAS FONTES DE RECURSOS,33903799 - OUTROS SERVICOS,"              22.501,56",
006 - OUTRAS FONTES DE RECURSOS,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"              39.675,90",
006 - OUTRAS FONTES DE RECURSOS,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"             191.177,96",
006 - OUTRAS FONTES DE RECURSOS,33903999 - OUTROS SERVICOS DE TERCEIROS,"             223.442,13",
006 - OUTRAS FONTES DE RECURSOS,33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS,"              58.091,00",
006 - OUTRAS FONTES DE RECURSOS,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"           3.081.972,98",
006 - OUTRAS FONTES DE RECURSOS,33905011 - ENERGIA ELETRICA,"              39.000,00",
006 - OUTRAS FONTES DE RECURSOS,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           5.544.212,81",
006 - OUTRAS FONTES DE RECURSOS,44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS,"           6.571.871,27",
006 - OUTRAS FONTES DE RECURSOS,"44903501 - SERV. DE CONSULTORIA, ASSESSORIA E AUDITORIA","           7.516.500,00",
006 - OUTRAS FONTES DE RECURSOS,44905110 - ESTUDOS E PROJETOS,"           3.208.854,22",
006 - OUTRAS FONTES DE RECURSOS,44905111 - GERENCIAMENTO DE OBRAS,"           6.291.340,86",
006 - OUTRAS FONTES DE RECURSOS,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          39.160.474,15",
006 - OUTRAS FONTES DE RECURSOS,44905131 - DESAPROPRIACOES,"          26.790.855,51",
006 - OUTRAS FONTES DE RECURSOS,44905211 - TRENS,"          45.640.746,00",
006 - OUTRAS FONTES DE RECURSOS,45906510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"         330.408.035,00",
006 - OUTRAS FONTES DE RECURSOS,45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"         137.377.128,78",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","               6.154,90",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903019 - LUBRIFICANTE AUTOMOTIVO,"              10.724,04",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"              71.901,56",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"              56.637,03",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"              36.450,89",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"             170.000,00",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903034 - MATERIAL DE USO VETERINARIO,"              53.798,82",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"              62.219,48",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"              24.506,68",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"               1.859,88",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"               1.873,95",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"              42.573,60",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903090 - OUTROS MATERIAIS DE CONSUMO,"             102.199,06",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","               2.900,00",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903945 - OUTROS SEGUROS,"             160.500,00",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           1.261.533,67",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"             203.492,06",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,33903999 - OUTROS SERVICOS DE TERCEIROS,"             675.676,27",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,"44903501 - SERV. DE CONSULTORIA, ASSESSORIA E AUDITORIA","          21.076.188,60",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44903515 - SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO,"          11.084.951,24",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44903999 - OUTROS SERVICOS DE TERCEIROS,"             453.493,00",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44904062 - AQUISIÁ„O DE SOFTWARE,"           4.553.965,04",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905110 - ESTUDOS E PROJETOS,"           1.152.869,15",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905111 - GERENCIAMENTO DE OBRAS,"          19.990.071,69",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"         781.817.542,49",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905210 - VEICULOS DIVERSOS,"           4.833.868,55",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905211 - TRENS,"             439.220,27",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"           8.784.841,48",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905232 - MOBILIARIO EM GERAL,"           2.138.026,23",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"             306.012,66",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","          16.868.436,54",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,44909205 - OBRAS E INSTALACOES,"             233.445,00",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,45906510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"         590.564.551,39",
007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"          46.441.531,83",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,31901111 - PESSOAL CIVIL PAGO PELO DDPE,"          11.420.695,81",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,31901133 - VENCITOS.ATRASADOS-OUTR.PODERES E MINIST.PUB,"           8.579.303,19",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903010 - GENEROS ALIMENTICIOS,"             637.170,82",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,"33903012 - MATERIAL DE CAMA, MESA E BANHO","              75.950,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","              19.895,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903014 - MATERIAL DE LIMPEZA,"               5.560,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903015 - ARTIGOS DE HIGIENE PESSOAL,"             265.430,50",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"               8.481,80",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903022 - DIESEL AUTOMOTIVO,"              59.620,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"          66.742.518,02",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","           6.640.885,76",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903032 - MATERIAL DE USO LABORATORIAL,"           1.219.579,36",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903035 - MEDICAMENTOS FORNECIDOS POR DECIS„O JUDICIAL,"          16.061.565,23",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL,"           3.899.448,35",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903040 - MATERIAL EDUCATIVO E CULTURAL,"              13.256,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"              54.111,72",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"             840.777,81",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"                 120,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"               3.225,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"              86.625,86",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"              66.739,66",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"              55.781,20",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","               5.530,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"           2.574.370,64",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903090 - OUTROS MATERIAIS DE CONSUMO,"               1.040,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS,"         165.000.000,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"              17.236,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33903999 - OUTROS SERVICOS DE TERCEIROS,"              16.730,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"           7.372.145,32",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44904062 - AQUISIÁ„O DE SOFTWARE,"              30.480,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905110 - ESTUDOS E PROJETOS,"             523.859,56",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905111 - GERENCIAMENTO DE OBRAS,"              86.302,89",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"         407.908.883,58",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905210 - VEICULOS DIVERSOS,"         234.025.824,90",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"          26.951.025,63",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905231 - MAQUINAS E MOTORES,"             114.720,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905232 - MOBILIARIO EM GERAL,"           4.648.700,05",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","             236.175,64",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"          50.165.538,61",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","          10.947.724,65",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905236 - ARMAMENTOS,"          52.763.888,29",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,44905242 - AQUISICAO DE SOFTWARE PRONTO,"              67.567,00",
041 - TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,46907110 - AMORTIZ.DA DIVIDA INTERNA CONTRATADA,"         337.113.920,72",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31900124 - COMPLEMENTACAO DE APOSENTADORIA,"              45.367,88",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"           2.979.661,46",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"              59.296,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"             161.042,54",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"             218.693,17",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31901321 - FGTS-13 SALARIO,"               3.677,51",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"             615.629,32",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE,"          78.408.727,78",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,31911302 - CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV,"         216.365.188,90",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33901401 - DIARIAS PESSOAL CIVIL,"               8.036,96",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33901501 - DIARIAS PESSOAL MILITAR,"             249.778,46",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"             133.438,28",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"           3.181.625,72",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903062 - MUNICOES E EXPLOSIVOS,"           4.005.714,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","             190.121,60",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"             807.375,12",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","              21.776,12",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903344 - VALE-TRANSPORTE,"               3.274,82",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"             507.712,70",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"              16.500,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","                 600,66",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903960 - REALIZACAO DE CONCURSO PUBLICO,"           6.331.485,23",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"             454.978,92",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","               1.537,88",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"              12.534,80",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"              50.886,04",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"           3.462.672,74",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"             197.493,83",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33903999 - OUTROS SERVICOS DE TERCEIROS,"           4.617.070,17",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"           3.318.520,95",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33904014 - LOCAÁ„O DE EQUIPAMENTOS DE TI,"             172.254,40",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"          24.042.193,40",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33905011 - ENERGIA ELETRICA,"             418.851,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33905012 - TELEFONIA FIXA,"              47.978,08",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33905013 - AGUA E ESGOTOS,"             165.000,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           4.398.234,24",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33909313 - AJUDA DE CUSTO-PESSOAL MILITAR,"             783.299,70",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"             384.796,80",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44903999 - OUTROS SERVICOS DE TERCEIROS,"             703.296,55",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905110 - ESTUDOS E PROJETOS,"           2.934.801,39",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905111 - GERENCIAMENTO DE OBRAS,"          17.412.205,91",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905112 - INSTALACOES,"              70.403,07",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"         124.866.950,92",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905131 - DESAPROPRIACOES,"           1.303.997,99",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905210 - VEICULOS DIVERSOS,"           1.990.000,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"           3.706.061,90",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44905236 - ARMAMENTOS,"          13.696.000,00",
042 - REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"             869.123,75",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,31900119 - ATRASADOS-OUTROS PODERES/MINIST.PUBLICO,"           8.076.500,00",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,31901133 - VENCITOS.ATRASADOS-OUTR.PODERES E MINIST.PUB,"             731.500,00",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33901401 - DIARIAS PESSOAL CIVIL,"             231.591,71",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"              78.600,00",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903010 - GENEROS ALIMENTICIOS,"              20.118,58",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,"33903012 - MATERIAL DE CAMA, MESA E BANHO","                  75,96",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","              24.371,19",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903014 - MATERIAL DE LIMPEZA,"               9.233,96",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903015 - ARTIGOS DE HIGIENE PESSOAL,"              33.497,08",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"               9.238,28",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903019 - LUBRIFICANTE AUTOMOTIVO,"               9.394,30",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903021 - GASOLINA AUTOMOTIVA,"                 200,00",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903022 - DIESEL AUTOMOTIVO,"             498.948,40",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"              25.472,60",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"              45.977,27",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"              92.246,95",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"             143.193,92",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903029 - OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS,"                 497,33",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","                 617,75",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903032 - MATERIAL DE USO LABORATORIAL,"             176.662,43",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903034 - MATERIAL DE USO VETERINARIO,"              79.355,42",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903039 - MATERIAL ESPORTIVO E DE LAZER,"                 622,50",
043 - F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,33903040 - MATERIAL EDUCATIVO E CULTURAL,"              10.595,00",
